,employer,link,location,position_title,salary
453,GenAIz,http://ca.indeed.com/rc/clk?jk=9ca5f36d975608fd&fccid=7071555ea53174d5&vjs=3,"Montréal, QC",Chercheur scientifique bilingue en NLP/Bilingual NLP applied...,
454,Workday,http://ca.indeed.com/rc/clk?jk=0adc9602e5a06eec&fccid=9ac45d217f8342a1&vjs=3,"Vancouver, BC","Senior Outbound Product Manager, Machine Learning",
455,Ziva,http://ca.indeed.com/rc/clk?jk=5e5daa647a80e8f0&fccid=17086d93016d083b&vjs=3,"Vancouver, BC",3D Machine Learning Engineer,
456,BTA Design Services,http://ca.indeed.com/rc/clk?jk=731c08e29319b14f&fccid=5245b0b89d92f22c&vjs=3,"Ottawa, ON","Embedded Software Designer – Machine Learning, Computer Visi...",
457,Katalyst Data Management,http://ca.indeed.com/rc/clk?jk=2ba9874a59948311&fccid=b01847e8a8190455&vjs=3,Canada,Machine Learning Engineer – Indexing,
458,nugget.ai,http://ca.indeed.com/rc/clk?jk=899a74bb580e7f63&fccid=9272fcc41fd6c68d&vjs=3,"Toronto, ON",Machine Learning Engineer,
460,Librestream Technologies,http://ca.indeed.com/rc/clk?jk=86bd97a444f43ab2&fccid=ef3714a8188aeb4d&vjs=3,"Winnipeg, MB",Senior Machine Learning Engineer,
464,agileDSS,http://ca.indeed.com/rc/clk?jk=f48dfba141c273f5&fccid=b9c61d63cdbdfebf&vjs=3,"Montréal, QC",Gestionnaire BI / Scrum Master,
465,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSSAEu-318c9L2CfI9JNuj_-XORQsxvDbQSkiIfInJDKyROHuzmXCXaPuIz3-erws-DbbnfPBbGWJE-bSdXhMnpzqQBSLVKj0YMYQ_dtG-kS32k0Pcatve0rtvz57Z4BFa2HwGnrxXPbgY6lAj_aBbMpm5OFNVxvRraj9TJiSqBy5i5O3PRuu2chZ5iQ-hbHRntUGF7uqewqJ9kWNL74MKWOU4rSq06kIVGhO03mqbaXMArKnEFNzk-LD66517aIx2w8nfGQf-P_60pSBcaV8Y-T&p=3&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
466,Splunk,http://ca.indeed.com/rc/clk?jk=0b528978c6f157a1&fccid=aef928e89977f7f0&vjs=3,"Vancouver, BC",Sr. Full-Stack Software Engineer - Machine Learning,
467,Alberta Motor Association,http://ca.indeed.com/rc/clk?jk=af1501c3384cc7ca&fccid=e6c501a44445ee31&vjs=3,"Edmonton, AB","Senior Manager, Big Data Platform",
468,Ingrooves,http://ca.indeed.com/rc/clk?jk=1a89e6958bbee0be&fccid=a9ef033ae4ddf013&vjs=3,"Victoria, BC",Data Analyst,
470,IQVIA,http://ca.indeed.com/rc/clk?jk=8cba2a4231f4e209&fccid=6b7a1dfe07e7f037&vjs=3,Ontario,"System Architect, Privacy Analytics",
471,TD Bank,http://ca.indeed.com/rc/clk?jk=d08809cf4c60c44d&fccid=d7114f1cac8d0711&vjs=3,"Toronto, ON",Sr Machine Learning Product Engineer (Layer 6),
473,The University of Calgary,http://ca.indeed.com/rc/clk?jk=cc5e5f9733cbb7bc&fccid=73ba4947c3957345&vjs=3,"Calgary, AB","Postdoctoral Scholar, Machine Learning and the Microbiome, C...","$50,000 a year"
474,CAE Inc.,http://ca.indeed.com/rc/clk?jk=7add3b1f2d2c17cd&fccid=b839f9af280b111f&vjs=3,"Saint-Laurent, QC",Analyste des données / Data Analyst,
475,24-7 Intouch,http://ca.indeed.com/rc/clk?jk=6b5da805ef8baea7&fccid=a7c73ac5920df77c&vjs=3,"Winnipeg, MB",Machine Learning Engineer,
476,Parkland Corporation,http://ca.indeed.com/rc/clk?jk=e78477a2e20fc518&fccid=a93ac8ac5827e01f&vjs=3,"Calgary, AB",Planning & Analytics Analyst - (Term 6 months),
478,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01n9z_kzYZ7KewHI0vPNzLh8xGTFYcCJYY4z_VGXdGnXT5PrtuHifktuEJuVmRBcY9OYpQVBirdkjtHtQ2P_xcJZviQl-dgkNYsFY0zsOJZVpLVXZlsh53lKS9V1xlZSuE66Qj73F7Uu9zTqI0a1tzYZNRDPxviIVToegYlmyBcBrtU3okRla9OZyJ5NsO7M3n_LNbpQ9jxljnDWCc2e2p-15nUM3lO4Yy1uL3UbqPs5sNz_yum0nLmUWRQfkUei7DS&p=1&fvj=1&vjs=3,,Sr. Data Analyst,
479,PDFTron Systems Inc.,http://ca.indeed.com/rc/clk?jk=f3a67c55635827cf&fccid=f864beb9a05023bc&vjs=3,"Vancouver, BC",Machine Learning Developer,
480,IQVIA,http://ca.indeed.com/rc/clk?jk=dcd3eb36482797b9&fccid=6b7a1dfe07e7f037&vjs=3,Ontario,Senior Software Development Manager – Big Data / Analytics /...,
482,agileDSS,http://ca.indeed.com/rc/clk?jk=6d74561453a2ae50&fccid=b9c61d63cdbdfebf&vjs=3,"Montréal, QC",Architecte / Modélisateur de solutions BI,
483,Bond Brand Loyalty Inc,http://ca.indeed.com/rc/clk?jk=1a6bb0c70a90a47d&fccid=dd616958bd9ddc12&vjs=3,"Mississauga, ON",Sr. Data Analyst,
485,PHSA,http://ca.indeed.com/rc/clk?jk=b61f8821ec9c0cda&fccid=f66f721a44de3765&vjs=3,"Vancouver, BC",Specialist Business Intelligence Performance Measurement and...,
486,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY89W8YQwpcuKUvSO4ERE2RGxiuQyS7NXpasaKdNOR52wEaWLN1HqFuT1IrosgrduYv2m6jfaVKCrbZ1v-qV0GpK9xVTlLQGMBplsli__YBJ-W_D5UPefLmRPmt0dHS36Pjfbp_JDcCeoYT8tUXu3bb_tLGuNejwqAa2mcOnTkABDEx4s_dXC9Hj3GUFVVwDKowiimbNZDYRUW83opBYMf0aSpRTuNimJe35ZO7AHBo-wTAp2FPuIyxIVxW3Dl1YzSh01U2v-0m16FWnRGOaywECpajUb4clfOhJ-DLI_cae3VnhdX9SQQ--tiwvPqA6mO38N8FBxuyokdqYCvv0HwgjUvuR86a2vWP-3cf4dVbv3-y0qDUQ9dLf6eNFsrSdrBwN4ikwd_rWs-cIolYJOA93u_PbUov_SKkVDnAYikWEUeeCl59ha_Ck6wr-bmkrTcrn1nF1gxSU5IKxwxCLNguG2c5JUCEaMVUmeywCGudqWWIUH8BC4PGMK5mgueFD-tt0=&p=9&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
487,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSR-OylWamKe5iGnGDcWfnLTj7xRcr67aZEdIFowsIPcUz5DW9CY2LWKPzlmkHLO_Vlrv35wCP1jNnFG_EQZ_0Xh9-TNBPihKV_kzSy6IzHoOae7iLFgYY0Tj_GzSQLAtCg7Gh1SSicXyYYpvOXmCWHKNx3SubfE0sdLpiJbKB6OYEBcOkKc_1_rVa0KUSNQx-TNv9v8Fr0HFUJMyg5BDGRm9OObKO4D8JA6_UGb1PsdX3jH_aHEk5ZwuTUlEZBpCtvSGgDQgci4qfUtwKShT26Q&p=10&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
488,CaseWare,http://ca.indeed.com/rc/clk?jk=458b314abdc16a3b&fccid=6f250926d41bc9eb&vjs=3,Remote,"Development Manager-Data Analytics (Big Data, Java/Spring)",
489,ASSURANCE,http://ca.indeed.com/rc/clk?jk=ea21f078080adc1e&fccid=5434780ac3971e0d&vjs=3,"Toronto, ON",Senior Software Engineer - Machine Learning,
490,24-7 Intouch,http://ca.indeed.com/rc/clk?jk=cdf0a7669540172f&fccid=a7c73ac5920df77c&vjs=3,"Winnipeg, MB",Senior Machine Learning Engineer,
491,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIed2fkRaMX_0qiLniK7VfZFhcdluZzgGyliVD_2SxnoKaN0xFySba84NDcRWEN4rLcDzh5e805zAZdh_bsTGqpC1WsMhfaICpSxVvUmmnebkUCErVHI-1_ZWTsKPhcB5gMfo7_qBcwVb3Slfh4FQvwolJUNqGYfHomoBvuCqZsRrc2MmX-vYJeRl_rQPgl20SXi7M5PbMoB3Q_rT5eLbcNj7Dev4bNMHBC9FKwSHfRumt7hME17lmmNDzMZQ_abkNs_chvm4YrJOWDOEg-40QM4g==&p=14&fvj=1&vjs=3,,Machine Learning Engineer,
492,ACV Auctions,http://ca.indeed.com/rc/clk?jk=571a134bfa068247&fccid=6867c53ddcaa8459&vjs=3,"Toronto, ON",Sr. Analytics Engineer,
496,Napoleon Products,http://ca.indeed.com/rc/clk?jk=1afdca4203d166bf&fccid=57f9c90b8f0a155b&vjs=3,"Barrie, ON",BI Data Analyst,
500,Hired Recruiters,http://ca.indeed.com/rc/clk?jk=4e3a3a9f88267bdd&fccid=547ddf8bc07ce2c9&vjs=3,"Toronto, ON",Machine Learning Engineer - Shopping Content Mining,
502,PerkinElmer,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DBy0pnRDnMyJusyxqL8SoipgPg3SpcIPOke8p4f-rf66qX19ykmjKF1CpoGTC_kXSMglN9XWkTzAWtEn0fblJHcXqmMail7by2r04mONnakF5RP1XgrE7qUYp1ljvlgzGvdwEqZ5Nfl6jONMMVUzTupMY__5V-ed_x_bMmOTJ7lAEmWmTGmx6Q7uTePg7ui82Rhlc3rOYtzkVejD_yS8Yd8MMPOob10IGCMA7pF0-fiHegr86CJHLvxiSLLtEEFGzuOSh-jQ2dOSWBAEcoxW1yq788RE-c6ldMvp3_g1fXqo0pzYVOiPxWKwlAD6j_jLowj_F7W7pySLfXGEfUHaPqDEvRz8Fh_t4ryjVum88XwuJfz6n7rVU-&p=10&fvj=0&vjs=3,,Senior Principal Machine Learning Engineer,
503,Onstream Pipeline Inspection Services Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Al12rqrW29V64qc398YM68Qu-A00wCJMZ3ORXXc0zF90xDaRfpTl0Mss6R8gbzPbsGk6Qeg5srFMW1Jj9qSnk1Bq8mYTVy9PxAaWEcg02Ogzt-ROp6m1NCQ-7uiebC8JOOnmdwlSsnVVSccc9hEJLuZpRQ0KH4RXRhw-EEOBV2Jz2GOdiQFllOn0vaLqDFz67JN_ZO1LzExjf-N1NXaN0Sw4zkvW2xfD017zR9Gwllf2ZEpmFh-13N1Lw6czQz29v47rg-vWfl-OggSAdx7GeuRqUDB4S03HVk1dtJBJzak5juH4Qd3DQ4Vwn4vtolalRLVnqHlwBCFGp62RJwATP3gP3VbMPcqKK3VBDDrixTW7njopJsPLCp_z2Gr6FcuELWLRFjpcW9JMT5_jgxReb9Jy3SOcQYHRwPPupf8cKfSe7ni6p7Bsl_NmDWaIf7EMMhdSdlon9ckw_5AJzD6DyJVtDq-RhQnOI=&p=11&fvj=1&vjs=3,,Tethered Inspection Senior Data Analyst,
505,Prodigy Game,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CyK--AGwHVJM38gjCgoUUzKbXZ0LaePQ99gWayKepyPDPmtEaB6J0Z0EoXtwsbwHa00tFKn9bbLie_n2YMrCV_sV-58mBijswoAh8DIiwQ-FPsHYc7Tv-EY6Mt-T9Pkj-tOEgtpCXmbc31QxaarWaDx6HZcw9SHc-c_IznENs9GeQzc75VlgvnKdVH0m8X0WOcfM-vwMvnTxv7LYxnvgIkYL1ybAnU9Gj0fu_xLDluUOjA7coBLfJp0rq17929IO50djNjulma8mhQTi7ejb1xP_XhGuLgGPToVyR0IBxSaaixDaZwE_V5lcg9R_i9rw2sB3j8p0gvYrUR5SU73HkCGrq6GBkfIcNH_pmZIX_3yKi6hgvOAd4J62ChIKsKz5h5FZjXS62LjX-J_IFVkv5XtrbxuF_dFI2nLcP1k5Otwc_8FlmHzJCKvaWTVnsOcASs7c22Y5VCjHcXYkotYVqgADKo35qOlNr4B5Uqahw-tUxlZUQlB7icjVCocmQ36o_B7JXr8DeOTQIMgsfPkiK-nHtw29_S4F0n8gyZ2-MZjdvkQaCQvhjC&p=13&fvj=0&vjs=3,,"Data Scientist, Game",
506,Canadian National Railway,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DAI6CbHIHK7ziDV_jOOtLnedsYxrCoPLmdH4-4XVO1DYvRnbqq-KvTCEcz-hJGhRr69QFA__pQuvu_HkVZk5-GbRlRLE_rDUzjBs3pH6Z_UhSr6BInm6AaqPQPPeBISIHuN6KmzLHlzcp66LpV1E-RPtrPCdjl0ZJ191XLag5SZbtt1fCiecPOqyzAK9AZENqx_Jy0LerzJ0u7LiBqj1fWwhEgsDsVDGxzDpB0BF4tH6PGYYFhBwSfRuwz85jB-sNsR8-z0Rwwq5TQrjtzh1ToIBqc-gDB4tzqpUMxyy0sog6jthUxOvoQQt8sHubizJ_TyB5Uxwop55Y2ZmwYctfJworAdLgjz5Q04UT7m8UgOE0PrmdJOZv4Or96I8EvT10hjl1V5rA5WOYEslK_SlDV84JSVnYOKJLQOfLRUClEb4euFKyqoy6vcUS8GCZXdWIWt6UUfXPXj-u-OC3GkT8thJqGZ7nAuBks9O3B9yRVmN7PbHTc2tjwfB-cCfnIRJmZaXEtYFL_jA==&p=14&fvj=0&vjs=3,,Data Scientist,
514,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8_9ZAedwuvEAhqhgExhNM7mSmuwaa-Qmxpbqs9oLxPGTY_AmWW1DDeimcTDFLJeubIFpFsX9tph1Kys_Wt_U8CnnbnWHFnOeyYJqnolOl8LLEn1Ftf7BVQ0dZ7G8VUxwAjV6WJRDY_HdniqH1K2q0NNfdYX-6CmKvDh35x7uQCxgZ97L2SFjoNlWI_V6X2xFYCM2aVNKjpbkzIjv5a-VuWYmH40JETu6LxImusyAk8aYvFRhYrS5gy_qWaojGrJnlakGtFR4mnA_ihPh9_w9xnOXOXqpWlGzXTseDzw7DR3lS7w9v34d-EG34IjHOQA7JpKLo-NjKFYX_bJp5OY2DB6QDJEwGbjUuIA3qcbsRAPxkZFp1SQc4MP-yzNYxUhVruEsG0m9va9gdUuIEPJqgRPHzPmDEXFPb_uAujqgoC9a5moDDqZkLoqisdjWtOCN3lTIel6v5ZOVNgRN7-7z6VAawo4npa-cfLdrudwDHmDYp1tNPHqN4swkOM-wgYyzmY=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
515,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSSTB1R6VZVx1-hpPRPN8TSLR4poS9_Eucxf7XGRHyMWCDlt8qqqASKlW7u91SZzHIU0CqHIx7T0KOrB-SRgZxpoMkS9SBCcMWENo0KtDdvZ5_iFkELpnpRz90qGZEF5I1F5N7fcWHyARcsaFLBXr4PkWH0mB6TQWPsQbP2iurp-NyOUmtdmWmy2MqqbDY0jfrM0bPaRNdKG0PpGPa8PP9DS8WAyaLFkhUPQLsRsNgYcIkBnM6U96UFNx-ROGosD-G3zPnqsXzIQVcEstDbSxA50&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
519,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeG0lK6ZbcsTuoXCk9sFQsE39gcZ5cHmJJJx6Fo7Gh04BcMQyzQpNPfhDp6-kPXDclVSEhVh7_jCbNKVBmBhqbC3hP4u2SmR0n0ysgMvuz06P7DMsqKRsilQFpqXedl28m80ee6NP9wD9khmwo3TVDWd4mO-QuMtTpM7OD4tvCcHnEc6g0mcub-EnqYrwTepiTLekGmZyi0q-Oz40Xk-yAlwMmd1cfSOK9A50Ljefsll67DbLSR3hn87GX9oT-yu4WYqXe0CoGvUhdQDruWvusPw==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
520,CaseWare,http://ca.indeed.com/rc/clk?jk=d5e525b236651c6d&fccid=6f250926d41bc9eb&vjs=3,Remote,Development Manager-Data Analytics (Python/Node.js/Angular),
521,CAE Inc.,http://ca.indeed.com/rc/clk?jk=a4b8a5d38d104c8b&fccid=b839f9af280b111f&vjs=3,"Saint-Laurent, QC",Architecte de Plateforme AI et Analytique / Analytics and AI...,
526,Centre universitaire de santé McGill,http://ca.indeed.com/rc/clk?jk=055c41c3ae4c5122&fccid=2117962e390b8370&vjs=3,"Montréal, QC",Postdoctoral Fellow in Machine Learning (Research Institute),"$45,000 a year"
527,University of Alberta,http://ca.indeed.com/rc/clk?jk=4d844b95e1e3177b&fccid=09ac3ce4d9d271d1&vjs=3,"Edmonton, AB",Postdoctoral Position in Solid-State Chemistry and Machine L...,
530,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8832sQuRu9yGXA5JW2T8GcC7HF65P8yShQlk-YeHNaWWEuveC73sJ_BNgpmfgNq7letUGi426yOHgh72XNsNr2_YhS_kQ3xhaO_SvjPx0Zf_FVXSI_U7Z27MzRd5rY1Ol3yJxOO7itGQXxPxqQCzzpIPlR3MtFLgm-mYcKpXPuxBZjyhe5QDecPPJq12DWE0XCXSGBujG1jXT5sq04DKG3GCFKPSqYiSrguTa7wv5A4PfZntT8XoDsBYykF8wJ_B_R7On3ojIYDKr1Aq6qdjJuv5AE23AuxvKLkU0TYZ84n26j-pfeGmHJbCjayyIPAMSa3pg30_gXIQ_jlO--oTkEOAyFYER0xpim_7h9oyQLT1LOGCAjC3WCPz8Yn9LABCfUXdpEeyBSpwL0EvEuh7OmUaoBgMdZRPW70TrhOkPvpUJIUPMczE49LSD8GSHHFMs3T2SQkVv5M-LYFwFhXwOVBX3ukKGC3rLdAFN6mmnBcHLqr0xvcz_ww&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
531,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nQ9K9dgk4JWyIwHh_cuTbaY-ABus1LMlhKUBoiw48KReoBlc9L8HI3PKeLa-xQaiEmdmTDPoFAMl1EqshXPr7ouutczsTOtwT1mZlhqt4CzGlK46LdtT8zeDv_1T9EEb_psalxEfAbG2smTUt3UlWAb7g0fb-oD60qVUZQzdSVrcZ3pLa5mpiI4YFh9zY8vt1_bII5k0BzpbtKQk7Ze8rttKHDPAHaLQHQAOkgxUOOr08QWWmbJfo-YyybIE7rL4z&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
535,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIedRa3rdv3fODD-hrl30XWeHb_Dtotkl6QSyfYzd-QNfQIOrrNNjQ6t8GH4dwZ9alATFSMQPXnIch1zRKvYZCKreYN1JJPTuNIC7WqYm9nMpOrvdVNViYgMbfZ74ollKHosiuFqFJEpnJ1e8QtqNir-GXgIjcDoBvPcKDrPDpFFRWZT2M1KpQW0tncpY5B5DBUTga1q96B94TXuVUzMXcw6O0rhxYe70klTwc71VaswK09HNwinAzhZJh-wnBCvFzhIDaGJ2Cyvyk=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
545,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88M3_xz7gsTDUs_fASL8lJOti27djRdj-a-mqO64gdIyIM74sK7dmx7ertMjgxOXzueDUf_Idhh1KAKGa3at_99dHMEJ6yHNXtzpnbxDgxtddspMdMYe26rLBNtdc2KsKfnw8heWtffVH7PSguSY3Aj_NGarI65BQ54n1VTZvyYnBF_abh61BX2KVYHXbwSfeDquT0_5hGbUBJ6g0RjLcF2G0aUnvxOIMtAhs-G7Q2ENf4rN0kuSbxiTxfuI_7hXFRyukbqFKHmBwg9ubQtLVmHMzU3IV1RNOFsRlX0zBRG6g4PLCNNLzqMcnZMIgNf1Zw8jEWiByS1eYhmrYjHmnUS-Gflaem06sQVodfziuJKb8AxRM0Oa6n4yNyVWNfYDgYYY5lg_tse13jKLrRdTrlYx733b-e6NX1lBtlvVimlPhlWZXlHN6nqYXgRkc5ZmWMfyFIk5772GvI_Sc6pGmivJ9Px4VOEWVVOj04VUWWcBx5ECFWatFWj&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
546,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01npT9jD6zfUWv0oT8ftzU2gFD3u9hJrAt8TRMi20w0nNgpAkeEYUfX7I0PtqRbrziXpwZOkukuh9AN5qn9CbHT6RBWhsC1tI2Wx1yFhn-RqHIx8b_Qenjo74JUhOMNyAmqJpotaPLquDMfbPCxcvaGvu04s7-P0kH7-Z66F44jyZQ870kYh3WN3VwzKtc1so31Et9M-AjUs9QkmWUentxItUMWE426yF9-yCb2F2BaLSDjQrR9MKhMVgncUIzstyEf&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
550,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeRI7u_1BrCsd6HYVlgiS-P_LWmzJx0_0cDP7kjWwU5vw1AxHaY9G0c70v8oRuE8dYoduYva9KB0r_RXpGAj3UJY40dSdTq8Fyv1dForh7Tb8ncmfOXfZCywF8iwHuHy4NDDpMoHw9R7rgy9l9o5H_FprypfQC8BE4yS7k1UTBkUEn9ySAf8uQf6aea85q5BOElhFDxPiwi5iq3U5S547AsQ9JV1SkHyXglR6vmIvcVG58oaBxKeNn7SA5546RGkvqkcfxqJuK7a4=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
559,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-E0IJgJxiFeoF_ZMA4G50Z_2Pob0_3dXN2ibBNeDvgSp9QraNSz5-0XcpXUGk9zn14JEYyOtcUNilJMtXDUPUUKdSnsnYghG5WjM_dHWnh801TBFsYn7qKNrNYAkiE8GLh4GrmVCA96gMb9Z-CDl3xmDAc_QBwNXSDy77OyZy_iU5YwcrDE38jbALdAJQZb1hbm_kvA0Pa2DQn0am4mE8JH616uH1uZpWMk1s7NmbePBkLUCGqdz4KCluRvzXd2oI2h4oHFHcStAElySTyqMbexDyjV0f4ru13KVQph3dgRPvWRsQsXYsw9TDE4CuKuaKR3PM4wj8BVINXUOGVBdbCv0J97t2FDSaBAjErx4Xw6jexxXB7ZRfDpMjT9ekbSyXMOm_Mp9zvvimDP-stju9EIeeWWH0-1HLACpIh_Qx-uo0WZ6W22mkqy8pICC7Qn5QnJwXjaKjgYTUY_w6y1dyDcd68Faz3JeOS-CN29uZGz9Xc7QZSwGLUWp6Lf-pjEyQ=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
